,Release,Opening,Total Gross,% of Total,Theaters,Average,Date,Distributor,Revenue per Theater,Is Blockbuster,Profitability,Genre
655,Eagle Eye,29150721,101440743,28.7,3510,8305,2008-09-26,DreamWorks,28900.49658119658,No,3.479870806626018,Other
656,Toy Story,29140617,191796233,15.2,2457,11860,1995-11-22,Walt Disney Studios Motion Pictures,78061.14489214489,No,6.5817492127912045,Other
657,The Texas Chainsaw Massacre,29100000,80571655,36.1,3016,9648,2003-10-17,New Line Cinema,26714.73972148541,No,2.7687853951890036,Other
658,Spy,29085719,110825712,26.2,3711,7837,2015-06-05,Twentieth Century Fox,29864.10994341148,No,3.810313645676079,Other
659,Terminator: Dark Fate,29033832,62253077,46.6,4086,7105,2019-11-01,Paramount Pictures,15235.701664219285,Yes,2.144156410356029,Other
660,Allegiant,29027348,66184051,43.9,3740,7761,2016-03-18,Lionsgate Films,17696.270320855616,Yes,2.2800584814017455,Other
661,Doctor Dolittle,29014324,144156605,20.1,2777,10448,1998-06-26,Twentieth Century Fox,51910.91285559957,No,4.968463335557981,Other
662,The Santa Clause 2,29008696,139236327,20.8,3350,8659,2002-11-01,Walt Disney Studios Motion Pictures,41563.08268656716,No,4.799813373203676,Other
663,Paranormal Activity 4,29003866,53885000,53.8,3412,8500,2012-10-19,Paramount Pictures,15792.790152403282,Yes,1.857855776881606,Other
664,Jackass Number Two,29002002,72778712,39.8,3059,9480,2006-09-22,Paramount Pictures,23791.667865315463,No,2.5094375208994193,Other
665,Inside Man,28954945,88513495,32.7,2818,10274,2006-03-24,Universal Pictures,31410.040809084458,No,3.0569388061348417,Other
666,Cast Away,28883406,233632142,12.4,2774,10412,2000-12-22,Twentieth Century Fox,84222.11319394376,No,8.088801646177048,Other
667,Non-Stop,28875635,92168600,31.3,3090,9344,2014-02-28,Universal Pictures,29828.025889967637,No,3.1919159526708243,Other
668,Miss Peregrine's Home for Peculiar Children,28871140,87242834,33.1,3522,8197,2016-09-30,Twentieth Century Fox,24770.82169222033,No,3.021800801769518,Other
669,Edge of Tomorrow,28760246,100206256,28.7,3490,8240,2014-06-06,Warner Bros.,28712.394269340974,No,3.484193285412093,Other
670,Murder on the Orient Express,28681472,102826543,27.9,3341,8584,2017-11-10,Twentieth Century Fox,30777.17539658785,No,3.5851208403808563,Other
671,Bob Marley: One Love,28659004,96456635,29.7,3539,8098,2024-02-14,Paramount Pictures,27255.336253178863,No,3.3656659875549058,Other
672,Titanic,28638131,600683057,4.8,2674,10709,1997-12-19,Paramount Pictures,224638.39080029918,No,20.97493921652918,Other
673,Mean Girls,28635307,72404248,39.6,3791,7553,2024-01-12,Paramount Pictures,19098.98390925877,No,2.5284956085855828,Other
674,Meet the Parents,28623300,166244045,17.2,2614,10950,2000-10-06,Universal Pictures,63597.5688599847,No,5.807997156162986,Other
675,Obsessed,28612730,68261644,41.9,2514,11381,2009-04-24,Screen Gems,27152.603023070802,Yes,2.38570887853064,Other
676,The Expendables 2,28591370,85028192,33.6,3316,8622,2012-08-17,Lionsgate Films,25641.794933655005,No,2.9739110787625775,Other
677,Alita: Battle Angel,28525613,85838210,33.2,3790,7526,2019-02-14,Twentieth Century Fox,22648.604221635884,No,3.0091626777661187,Action
678,Boo! A Madea Halloween,28501448,73206343,38.9,2260,12611,2016-10-21,Lionsgate Films,32392.187168141594,No,2.5685131155441647,Other
679,Anchorman: The Legend of Ron Burgundy,28416365,85288303,33.3,3091,9193,2004-07-09,DreamWorks Distribution,27592.462956971853,No,3.001379768313083,Other
680,Mama,28402310,71628180,39.6,2647,10730,2013-01-18,Universal Pictures,27060.13600302229,No,2.5219138865817605,Other
681,Free Guy,28365416,121626598,23.3,4165,6810,2021-08-13,20th Century Studios,29202.064345738294,No,4.2878482021910065,Other
682,Nacho Libre,28309599,80197993,35.3,3070,9221,2006-06-16,Paramount Pictures,26123.124755700326,No,2.8328904623481246,Other
683,Horrible Bosses,28302165,117538559,24.1,3040,9309,2011-07-08,Warner Bros.,38663.99967105263,No,4.152988260792063,Other
684,The Invisible Man,28205665,70410000,40.1,3610,7813,2020-02-28,Universal Pictures,19504.15512465374,Yes,2.4963070361929067,Other
685,Erin Brockovich,28138465,125595205,22.4,2848,9880,2000-03-17,Universal Pictures,44099.43995786517,No,4.463470377648532,Other
686,Pacific Rim: Uprising,28116535,59874525,47.0,3708,7582,2018-03-23,Universal Pictures,16147.390776699029,Yes,2.1295129360712477,Other
687,Starsky & Hutch,28103367,88237754,31.8,3185,8823,2004-03-05,Warner Bros.,27704.161381475667,No,3.139757382095889,Adventure
688,Sin City,28100000,74103820,37.9,3230,8699,2005-04-01,Dimension Films,22942.359133126934,No,2.637146619217082,Other
689,Teenage Mutant Ninja Turtles: Mutant Mayhem,28007544,118613586,23.6,3858,7259,2023-08-02,Paramount Pictures,30744.83825816485,No,4.235058454250755,Other
690,Back to the Future Part II,27835125,118450002,23.5,1865,14925,1989-11-22,Universal Pictures,63512.0654155496,No,4.255414768211028,Other
691,Hairspray,27800000,118871849,23.4,3121,8907,2007-07-20,New Line Cinema,38087.743992310156,No,4.2759657913669065,Other
692,The Matrix,27788331,171479930,16.2,2849,9753,1999-03-31,Warner Bros.,60189.515619515616,No,6.170933043801731,Other
693,He's Just Not That Into You,27785487,93953653,29.6,3175,8751,2009-02-06,Warner Bros.,29591.701732283465,No,3.3813930632203784,Other
694,Mamma Mia!,27751240,144290968,19.2,2976,9325,2008-07-18,Universal Pictures,48484.86827956989,No,5.199442187087857,Other
695,Big Momma's House 2,27736056,70165972,39.5,3261,8505,2006-01-27,Twentieth Century Fox,21516.704078503528,No,2.529774673082575,Other
696,Jarhead,27726210,62658220,44.2,2411,11499,2005-11-04,Universal Pictures,25988.47781003733,Yes,2.2598912725540203,Other
697,Along Came Polly,27721185,88097164,31.5,2984,9289,2004-01-16,Universal Pictures,29523.178284182304,No,3.1779725145227378,Other
698,Wild Wild West,27687484,113804681,24.3,3342,8284,1999-06-30,Warner Bros.,34052.86684619988,No,4.1103294542761635,Other
699,Aquaman and the Lost Kingdom,27686211,124481226,22.2,3706,7470,2023-12-22,Warner Bros.,33589.10577441986,No,4.496145247177377,Other
700,Daddy Day Care,27623580,104297061,26.5,3370,8196,2003-05-09,Revolution Studios,30948.682789317507,No,3.775653300549748,Other
701,The Ugly Truth,27605576,88915214,31.0,2882,9578,2009-07-24,Sony Pictures Releasing,30851.91325468425,No,3.2209150064465235,Other
702,Cheaper by the Dozen,27557647,138614544,19.9,3298,8355,2003-12-25,Twentieth Century Fox,42029.87992722863,No,5.029984744343376,Other
703,Wonder,27547866,132422809,20.8,3096,8897,2017-11-17,Lionsgate Films,42772.22512919897,No,4.807007882207645,Other
704,The Devil Wears Prada,27537244,124740460,22.1,2847,9672,2006-06-30,Twentieth Century Fox,43814.70319634703,No,4.5298817848293025,Other
705,Space Jam,27528529,90418342,30.4,2650,10388,1996-11-15,Warner Bros.,34120.12905660377,No,3.284532275589444,Other
706,After Earth,27520040,60522097,45.5,3401,8091,2013-05-31,Sony Pictures Releasing,17795.38282857983,Yes,2.1992009095917013,Other
707,Beowulf,27515871,82280579,33.4,3153,8726,2007-11-16,Paramount Pictures,26095.965429749445,No,2.9902952735895587,Other
708,42,27487144,95020213,28.9,3003,9153,2013-04-12,Warner Bros.,31641.76257076257,No,3.4568965404335934,Other
709,Bedtime Stories,27450296,110101975,24.9,3681,7457,2008-12-25,Walt Disney Studios Motion Pictures,29910.88698723173,No,4.010957659618679,Other
710,The Final Destination,27408309,66477700,41.2,3121,8781,2009-08-28,Warner Bros.,21300.128164049984,Yes,2.4254579149702375,Other
711,Jumper,27354808,80172128,34.1,3428,7979,2008-02-14,Twentieth Century Fox,23387.435239206534,No,2.9308240072458194,Other
712,Journey 2: The Mysterious Island,27335363,103860290,26.3,3470,7877,2012-02-10,Warner Bros.,29930.91930835735,No,3.799484572419982,Adventure
713,The Rugrats Movie,27321470,100494675,27.2,2782,9820,1998-11-20,Paramount Pictures,36123.17577282531,No,3.678230893140084,Other
714,Real Steel,27319677,85468508,32.0,3440,7941,2011-10-07,Walt Disney Studios Motion Pictures,24845.496511627905,No,3.1284596812766123,Other
715,Les Misérables,27281735,148809770,18.3,2814,9695,2012-12-25,Universal Pictures,52881.93674484719,No,5.45455668416983,Other
716,Night School,27257615,77339130,35.2,3010,9055,2018-09-28,Universal Pictures,25694.063122923588,No,2.8373403175589647,Other
717,Encanto,27206494,96093622,28.3,3980,6835,2021-11-24,Walt Disney Studios Motion Pictures,24144.126130653265,No,3.532010482497304,Other
718,Jack the Giant Slayer,27202226,65187603,41.7,3525,7716,2013-03-01,Warner Bros.,18492.937021276597,Yes,2.396406933756083,Other
719,The Bourne Identity,27118640,121661683,22.3,2638,10280,2002-06-14,Universal Pictures,46118.90940106141,No,4.486275233566285,Other
720,A Madea Family Funeral,27062332,73257045,36.9,2442,11082,2019-03-01,Lionsgate Films,29998.789926289926,No,2.7069745874080624,Other
721,2 Guns,27059130,75612460,35.8,3025,8945,2013-08-02,Universal Pictures,24995.854545454546,No,2.7943418727800933,Other
722,Terminator Genisys,27018486,89760956,30.1,3758,7189,2015-07-01,Paramount Pictures,23885.299627461416,No,3.3222052486582703,Other
723,Ender's Game,27017351,61737191,43.8,3407,7929,2013-11-01,Lionsgate Films,18120.690049897272,Yes,2.2850941604156527,Other
724,The Departed,26887467,132384315,20.3,3017,8911,2006-10-06,Warner Bros.,43879.45475638051,No,4.9236439788099045,Other
725,Alice Through the Looking Glass,26858726,77041381,34.9,3763,7137,2016-05-27,Walt Disney Studios Motion Pictures,20473.393834706352,No,2.868392975899155,Other
726,Underworld: Evolution,26857181,62318875,43.1,3207,8374,2006-01-20,Screen Gems,19432.140629872156,Yes,2.320380348183229,Other
727,The Curious Case of Benjamin Button,26853816,127509326,21.1,2988,8987,2008-12-25,Paramount Pictures,42673.80388219545,No,4.7482758502553235,Other
728,Zombieland: Double Tap,26803104,73123082,36.6,3468,7728,2019-10-18,Sony Pictures Releasing,21085.08708189158,No,2.728157231341564,Other
729,Knives Out,26769548,165363234,16.2,3461,7734,2019-11-27,Lionsgate Films,47779.03322739093,No,6.177288985230532,Other
730,Flubber,26725207,92977226,28.7,2641,10119,1997-11-26,Walt Disney Studios Motion Pictures,35205.310867095795,No,3.479008637800261,Other
731,Dawn of the Dead,26722575,59020957,45.3,2745,9735,2004-03-19,Universal Pictures,21501.25938069217,Yes,2.2086553036150147,Other
732,The Sixth Sense,26681262,293506292,9.1,2161,12346,1999-08-06,Walt Disney Studios Motion Pictures,135819.66311892643,No,11.000465120427961,Other
733,Resident Evil: Afterlife,26650264,60128566,44.3,3203,8320,2010-09-10,Screen Gems,18772.577583515453,Yes,2.2562090191676902,Other
734,The House with a Clock in Its Walls,26608020,68549695,38.8,3592,7407,2018-09-21,Universal Pictures,19083.990812917593,No,2.576279445069569,Other
735,The Campaign,26588460,86907746,30.6,3205,8295,2012-08-10,Warner Bros.,27116.30140405616,No,3.268626539483671,Other
736,Spy Kids,26546881,112719001,23.6,3104,8552,2001-03-30,Miramax,36314.11114690721,No,4.24603557005435,Other
737,The Pursuit of Happyness,26541709,163566459,16.2,2852,9306,2006-12-15,Sony Pictures Releasing,57351.49333800842,No,6.162619709228219,Other
738,Crazy Rich Asians,26510140,174532921,15.2,3384,7833,2018-08-15,Warner Bros.,51575.922281323874,No,6.583628792605396,Other
739,The Exorcist: Believer,26497600,65537395,40.4,3663,7233,2023-10-06,Universal Pictures,17891.726726726727,Yes,2.4733332452750436,Other
740,Borat,26455463,128505958,20.6,837,31607,2006-11-03,Twentieth Century Fox,153531.61051373955,No,4.857445057756124,Other
741,All Eyez on Me,26435354,44922302,58.8,2471,10698,2017-06-16,Lionsgate Films,18179.806556050182,Yes,1.699326666856816,Other
742,We're the Millers,26419396,150394119,17.6,3260,8104,2013-08-07,Warner Bros.,46133.165337423314,No,5.692564621840711,Other
743,Hollow Man,26414386,73209340,36.1,2956,8935,2000-08-04,Sony Pictures Releasing,24766.353179972935,No,2.7715707645068863,Other
744,Don't Breathe,26411706,89217875,29.6,3051,8656,2016-08-26,Screen Gems,29242.174696820715,No,3.377967140782197,Other
745,Halloween,26362367,58272029,45.2,3472,7592,2007-08-31,-,16783.41849078341,Yes,2.2104247695208854,Other
746,Beverly Hills Cop II,26348555,153665036,17.2,2326,11327,1987-05-20,Paramount Pictures,66064.07394668959,No,5.832009990680703,Other
747,The Curse of La Llorona,26347631,54733739,48.1,3372,7813,2019-04-19,Warner Bros.,16231.832443653619,Yes,2.077368511802826,Other
748,Bridesmaids,26247410,169106725,15.5,2918,8995,2011-05-13,Universal Pictures,57952.95579163811,No,6.442796641649595,Other
749,Anchorman 2: The Legend Continues,26232425,125168368,21.0,3507,7480,2013-12-18,Paramount Pictures,35691.00883946393,No,4.771513422796406,Other
750,Bolt,26223128,114053579,23.0,3651,7182,2008-11-21,Walt Disney Studios Motion Pictures,31238.99726102438,No,4.349350657175605,Other
751,The Suicide Squad,26205415,55817425,47.0,4002,6548,2021-08-06,Warner Bros.,13947.38255872064,Yes,2.1299958424623306,Other
752,GoldenEye,26205007,106429941,24.6,2667,9825,1995-11-17,Metro-Goldwyn-Mayer,39906.23959505062,No,4.061435320356908,Other
753,The Golden Compass,26125000,70107728,37.3,3528,7405,2007-12-07,New Line Cinema,19871.80498866213,No,2.6835493971291866,Other
754,The Help,26044590,169708112,15.4,2534,10278,2011-08-10,Walt Disney Studios Motion Pictures,66972.41988950277,No,6.516060033964827,Other
755,Happy Death Day,26039025,55683845,46.8,3149,8268,2017-10-13,Universal Pictures,17683.02476976818,Yes,2.1384765750637746,Other
756,The Perfect Guy,25888154,57027435,45.4,2221,11656,2015-09-11,Screen Gems,25676.46780729401,Yes,2.2028389896011897,Other
757,True Lies,25869770,146282411,17.7,2368,10924,1994-07-15,Twentieth Century Fox,61774.66680743243,No,5.654569445341029,Other
758,Tropic Thunder,25812796,110515313,23.4,3319,7777,2008-08-13,DreamWorks,33297.77432961736,No,4.281415814079188,Other
759,Evil Dead,25775847,54239856,47.5,3025,8520,2013-04-05,TriStar Pictures,17930.53090909091,Yes,2.1042899579594803,Other
760,Rocketman,25725722,96368160,26.7,3610,7126,2019-05-31,Paramount Pictures,26694.781163434902,No,3.745984660799802,Other
761,Miami Vice,25723815,63450470,40.5,3021,8515,2006-07-28,Universal Pictures,21003.134723601455,Yes,2.4666041953730424,Other
762,Captain Phillips,25718314,107100855,24.0,3020,8515,2013-10-11,Sony Pictures Releasing,35463.85927152318,No,4.164380876600231,Other
763,Fantastic Four,25685737,56117548,45.8,3995,6429,2015-08-07,Twentieth Century Fox,14046.945682102629,Yes,2.1847746864339537,Other
764,The A-Team,25669455,77222099,33.2,3535,7261,2010-06-11,Twentieth Century Fox,21845.006789250354,No,3.0083263941521157,Other
765,Big Momma's House,25661041,117559438,21.8,2802,9158,2000-06-02,Twentieth Century Fox,41955.54532476802,No,4.581241969100162,Other
766,About Last Night,25649011,48637684,52.7,2253,11384,2014-02-14,Screen Gems,21587.964491788727,Yes,1.8962791196900342,Other
767,V for Vendetta,25642340,70511035,36.4,3365,7620,2006-03-17,Warner Bros.,20954.24517087667,No,2.749789410794803,Other
768,Robin Hood: Prince of Thieves,25625602,165493908,15.5,2369,10817,1991-06-14,Warner Bros.,69858.1291684255,No,6.458147129577678,Other
769,Son of God,25601865,59700064,42.9,3260,7853,2014-02-28,Twentieth Century Fox,18312.90306748466,Yes,2.3318638700735277,Other
770,Kill Bill: Vol. 2,25600000,66208183,38.7,2971,8616,2004-04-16,Miramax,22284.814203971728,No,2.5862571484375,Other
771,Total Recall,25577758,58877969,43.4,3601,7102,2012-08-03,Sony Pictures Releasing,16350.449597334074,Yes,2.3019206374538377,Other
772,Battleship,25534825,65422625,39.0,3690,6920,2012-05-18,Universal Pictures,17729.70867208672,No,2.5620941204805594,Action
773,Total Recall,25533700,119394840,21.4,2060,12395,1990-06-01,Sony Pictures Releasing,57958.66019417476,No,4.675970971696229,Other
774,Penguins of Madagascar,25447444,83850911,30.4,3764,6760,2014-11-26,Twentieth Century Fox,22277.07518597237,No,3.2950622074264118,Other
775,The Visit,25427560,65206105,39.0,3069,8285,2015-09-11,Universal Pictures,21246.694362984686,No,2.564387027304232,Other
776,The Nutty Professor,25411725,128814019,19.7,2115,12015,1996-06-28,Universal Pictures,60904.973522458626,No,5.06907811256418,Other
777,The Firm,25400000,158348367,16.0,2393,10614,1993-07-02,Paramount Pictures,66171.48641872127,No,6.234187677165354,Other
778,Teenage Mutant Ninja Turtles,25398367,135265915,18.8,2006,12661,1990-03-30,New Line Cinema,67430.66550348954,No,5.3257721254283785,Other
779,Madea's Witness Protection,25390575,65653242,38.7,2161,11749,2012-06-29,Lionsgate Films,30380.954187875985,No,2.585732776827622,Other
780,Gnomeo & Juliet,25356909,99967670,25.4,2994,8469,2011-02-11,Walt Disney Studios Motion Pictures,33389.33533734135,No,3.9424233450536104,Other
781,Apollo 13,25353380,172071312,14.7,2197,11540,1995-06-30,Universal Pictures,78321.03413746017,No,6.7869180361750585,Other
782,Indiana Jones and the Temple of Doom,25337110,179870271,14.1,1687,15019,1984-05-23,Paramount Pictures,106621.3817427386,No,7.099083952352893,Other
783,Gone in 60 Seconds,25336048,101648571,24.9,3006,8428,2000-06-09,Walt Disney Studios Motion Pictures,33815.22654690619,No,4.012013673166392,Other
784,Underworld: Awakening,25306725,62321039,40.6,3078,8221,2012-01-20,Screen Gems,20247.251137102015,Yes,2.462627582194061,Other
785,Public Enemies,25271675,97104620,26.0,3334,7579,2009-07-01,Universal Pictures,29125.560887822434,No,3.8424291227233653,Other
786,Patch Adams,25262280,135026902,18.7,2712,9315,1998-12-25,Universal Pictures,49788.68067846608,No,5.345000609604517,Other
787,Date Night,25207599,98711404,25.5,3374,7471,2010-04-09,Twentieth Century Fox,29256.491997628927,No,3.9159383644590666,Other
788,Tomorrow Never Dies,25143007,125304276,20.1,2807,8957,1997-12-19,Metro-Goldwyn-Mayer,44639.92732454578,No,4.983663091689868,Other
789,Meet the Robinsons,25123781,97822171,25.7,3413,7361,2007-03-30,Walt Disney Studios Motion Pictures,28661.638148256665,No,3.8936086491121698,Other
790,Master and Commander: The Far Side of the World,25105990,93927920,26.7,3101,8096,2003-11-14,Twentieth Century Fox,30289.55820702999,No,3.741255373717587,Other
791,The Rock,25069525,134069511,18.7,2392,10480,1996-06-07,Walt Disney Studios Motion Pictures,56049.1266722408,No,5.347907908107553,Other
792,Madea's Big Happy Family,25068677,53345287,47.0,2288,10956,2011-04-22,Lionsgate Films,23315.247814685314,Yes,2.127965787743805,Other
793,Dr. Dolittle 2,25037039,112952899,22.2,3049,8211,2001-06-22,Twentieth Century Fox,37045.88356838308,No,4.511432002801929,Other
794,Blue Beetle,25030225,72488072,34.5,3871,6466,2023-08-18,Warner Bros.,18725.929217256522,No,2.8960215898978134,Other
795,Vanilla Sky,25015518,100618344,24.9,2742,9123,2001-12-14,Paramount Pictures,36695.23851203501,No,4.022237077001564,Other
796,Peter Rabbit,25010928,115253424,21.7,3725,6714,2018-02-09,Sony Pictures Releasing,30940.516510067115,No,4.608122657423987,Other
797,Jack and Jill,25003575,74158157,33.7,3438,7272,2011-11-11,Sony Pictures Releasing,21570.14456079116,No,2.965902155991693,Other
798,Skyscraper,24905015,68420120,36.4,3782,6585,2018-07-13,Universal Pictures,18090.988894764676,No,2.7472426738148923,Other
799,Flight,24900566,93772375,26.6,1884,13216,2012-11-02,Paramount Pictures,49773.022823779196,No,3.7658732335642493,Other
800,White House Down,24852258,73103784,34.0,3222,7713,2013-06-28,Sony Pictures Releasing,22688.945996275605,No,2.941534889908193,Other
801,A Good Day to Die Hard,24834845,67349198,36.9,3553,6989,2013-02-14,Twentieth Century Fox,18955.586265128062,No,2.7118831625484274,Other
802,True Grit,24830443,171243005,14.5,3047,8149,2010-12-22,Paramount Pictures,56200.52674762061,No,6.896494154373323,Other
803,The Call of the Wild,24791624,62342368,39.8,3752,6607,2020-02-21,20th Century Studios,16615.7697228145,No,2.514654465556593,Other
804,The Other Woman,24763752,83911193,29.5,3205,7726,2014-04-25,Twentieth Century Fox,26181.339469578783,No,3.3884684760209196,Other
805,Predators,24760882,52000688,47.6,2669,9277,2010-07-09,Twentieth Century Fox,19483.210191082802,Yes,2.100114527422731,Other
806,Zombieland,24733155,75590286,32.7,3036,8146,2009-10-02,Sony Pictures Releasing,24897.986166007904,No,3.05623306044053,Other
807,10 Cloverfield Lane,24727437,72082998,34.3,3391,7292,2016-03-11,Paramount Pictures,21257.15069301091,No,2.9151018765106955,Other
808,Taken,24717037,145000989,17.0,3183,7765,2009-01-30,Twentieth Century Fox,45554.81903864279,No,5.866438966774213,Other
809,The Accountant,24710273,86260045,28.6,3332,7416,2016-10-14,Warner Bros.,25888.368847539015,No,3.490857628323248,Other
810,Collateral,24701458,101005703,24.5,3188,7748,2004-08-06,DreamWorks Distribution,31683.093789209535,No,4.089058346272515,Other
811,Congo,24642539,81022101,30.4,2649,9302,1995-06-09,Paramount Pictures,30585.919592298982,No,3.287895821124601,Other
812,The Butler,24637312,116632095,21.1,2933,8400,2013-08-16,The Weinstein Company,39765.46027957722,No,4.733961846162439,Other
813,The Predator,24632284,51024708,48.3,4037,6101,2018-09-14,Twentieth Century Fox,12639.263809759723,Yes,2.0714566298439885,Other
814,Flightplan,24629938,89707299,27.5,3424,7193,2005-09-23,Walt Disney Studios Motion Pictures,26199.561623831774,No,3.642205636084021,Other
815,Knowing,24604751,79957634,30.8,3332,7384,2009-03-20,Summit Entertainment,23996.88895558223,No,3.2496827137165503,Other
816,Christopher Robin,24585139,99215042,24.8,3602,6825,2018-08-03,Walt Disney Studios Motion Pictures,27544.431426985007,No,4.035569699239854,Other
817,Eraser,24566446,101295562,24.2,2410,10193,1996-06-21,Warner Bros.,42031.353526970954,No,4.12332992733259,Other
818,The Girl on the Train,24536265,75395035,32.5,3144,7804,2016-10-07,Universal Pictures,23980.60909669211,No,3.072799996250448,Other
819,The Emoji Movie,24531923,86089513,28.5,4075,6020,2017-07-28,Sony Pictures Releasing,21126.260858895705,No,3.5092851465415085,Other
820,Evil Dead Rise,24504315,67233054,36.4,3402,7202,2023-04-21,Warner Bros.,19762.802469135804,No,2.7437230544906073,Other
821,Pet Sematary,24502775,54724696,44.8,3585,6834,2019-04-05,Paramount Pictures,15264.908228730823,Yes,2.233408093573075,Other
822,Act of Valor,24476632,70012847,35.0,3039,8054,2012-02-24,Relativity Media,23038.120105297796,No,2.8603954580025555,Other
823,Forrest Gump,24450602,329694499,7.4,1595,15329,1994-07-06,Paramount Pictures,206705.01504702194,No,13.484105585621164,Other
824,Mean Girls,24432195,86058055,28.4,2839,8605,2004-04-30,Paramount Pictures,30312.80556533991,No,3.5223218789797643,Other
825,Failure to Launch,24411322,88715192,27.5,3057,7985,2006-03-10,Paramount Pictures,29020.344128230292,No,3.634182204470532,Other
826,Race to Witch Mountain,24402214,67172594,36.3,3187,7656,2009-03-13,Walt Disney Studios Motion Pictures,21077.061186068404,No,2.752725387950454,Other
827,Contraband,24349815,66528000,36.6,2863,8505,2012-01-13,Universal Pictures,23237.16381418093,No,2.7321768153063997,Other
828,The Chronicles of Riddick,24289165,57761012,42.0,2757,8809,2004-06-11,Universal Pictures,20950.675371780922,Yes,2.3780567178822327,Other
829,The Haunted Mansion,24278410,75847266,32.0,3122,7776,2003-11-26,Walt Disney Studios Motion Pictures,24294.447789878282,No,3.124062325333496,Other
830,The Last Samurai,24271354,111127263,21.8,2908,8346,2003-12-05,Warner Bros.,38214.32702888583,No,4.578535791616734,Other
831,TMNT,24255205,54149098,44.8,3110,7799,2007-03-23,Warner Bros.,17411.285530546626,Yes,2.2324733186134686,Other
832,No Good Deed,24250283,52543632,46.2,2175,11149,2014-09-12,Screen Gems,24157.99172413793,Yes,2.1667224254661277,Other
833,Barbershop 2: Back in Business,24241612,65111277,37.2,2711,8941,2004-02-06,Metro-Goldwyn-Mayer,24017.438952416083,No,2.68593016834029,Other
834,"Me, Myself & Irene",24209385,90570999,26.7,3019,8019,2000-06-23,Twentieth Century Fox,30000.330904272938,No,3.7411524084564727,Other
835,The Addams Family,24203754,113502426,21.3,2411,10038,1991-11-22,Paramount Pictures,47076.90833678971,No,4.6894554456304585,Other
836,Coach Carter,24182961,67264877,36.0,2524,9581,2005-01-14,Paramount Pictures,26650.10974643423,No,2.781498799919497,Other
837,Maze Runner: The Death Cure,24167011,58032443,41.6,3787,6381,2018-01-26,Twentieth Century Fox,15324.120147874306,Yes,2.401308254463078,Other
838,Warcraft,24166110,47365290,51.0,3400,7107,2016-06-10,Universal Pictures,13930.967647058824,Yes,1.9599881817967393,Action
839,Con Air,24131738,101117573,23.9,2824,8545,1997-06-06,Walt Disney Studios Motion Pictures,35806.50601983003,No,4.190231677469729,Other
840,Exodus: Gods and Kings,24115934,65014513,37.1,3503,6884,2014-12-12,Twentieth Century Fox,18559.666856979733,No,2.6959151986400363,Other
841,White Noise,24113565,56386759,42.8,2261,10665,2005-01-07,Universal Pictures,24938.85846970367,Yes,2.3383833539337715,Other
842,21,24105943,81159365,29.7,2648,9103,2008-03-28,Sony Pictures Releasing,30649.307024169186,No,3.3667782670854236,Other
843,The Conjuring: The Devil Made Me Do It,24104332,65631050,36.7,3102,7770,2021-06-04,Warner Bros.,21157.656350741458,No,2.7227906585422073,Other
844,Haunted Mansion,24082475,67653287,35.6,3740,6439,2023-07-28,Walt Disney Studios Motion Pictures,18089.114171122994,No,2.8092331456795865,Other
845,Arrival,24074047,100546139,23.9,2317,10390,2016-11-11,Paramount Pictures,43394.96719896418,No,4.17653662468965,Other
846,Tower Heist,24025190,78046570,30.8,3367,7135,2011-11-04,Universal Pictures,23179.85446985447,No,3.248530812867661,Other
847,Pixels,24011616,78747585,30.5,3723,6449,2015-07-24,Sony Pictures Releasing,21151.6478646253,No,3.2795620669595915,Other
848,The Chronicles of Narnia: The Voyage of the Dawn Treader,24005069,104386950,23.0,3555,6752,2010-12-10,Twentieth Century Fox,29363.41772151899,No,4.348537802578281,Other
849,Monster-in-Law,24000000,82931301,28.9,3424,7009,2005-05-13,New Line Cinema,24220.5902453271,No,3.455470875,Other
850,The Fast and the Furious: Tokyo Drift,23973840,62514415,38.4,3027,7920,2006-06-16,Universal Pictures,20652.26792203502,No,2.6076095861155326,Other
851,The Bad Guys,23950245,97459240,24.6,4008,5975,2022-04-22,Universal Pictures,24316.17764471058,No,4.069237705084019,Other
852,Fahrenheit 9/11,23920637,119194771,20.1,868,27558,2004-06-23,Lionsgate Films,137321.16474654377,No,4.982926290800701,Other
853,Captain Underpants: The First Epic Movie,23851539,73921000,32.3,3434,6945,2017-06-02,Twentieth Century Fox,21526.208503203263,No,3.099213010950782,Other
854,Bad Moms,23817340,113257297,21.0,3215,7408,2016-07-29,STX Entertainment,35227.77511664075,No,4.755245422032855,Other
855,The Town,23808032,92186262,25.8,2861,8321,2010-09-17,Warner Bros.,32221.692415239428,No,3.8720656121429946,Other
856,How to Lose a Guy in 10 Days,23774850,105813373,22.5,2923,8133,2003-02-07,Paramount Pictures,36200.26445432774,No,4.450643137601289,Other
857,Rise of the Guardians,23773465,103412758,23.0,3653,6507,2012-11-21,DreamWorks,28308.99479879551,No,4.34992366489277,Other
858,Paul Blart: Mall Cop 2,23762435,71038190,33.4,3633,6540,2015-04-17,Sony Pictures Releasing,19553.58932012111,No,2.989516436341646,Other
859,The Fugitive,23758855,183875760,12.9,2340,10153,1993-08-06,Warner Bros.,78579.38461538461,No,7.739251744244409,Other
860,Diary of a Wimpy Kid: Rodrick Rules,23751502,52698535,45.1,3167,7499,2011-03-25,Twentieth Century Fox,16639.891064098516,Yes,2.2187453660825325,Other
